onset_sec,note,velocity,offset,duration,freq,interval
24.0,67.0,80.0,24.947916666666668,0.947916666666668,391.9954359817492,0
25.0,68.0,80.0,25.472916666666663,0.4729166666666664,415.3046975799452,1.0594630943592955
25.5,65.0,80.0,25.972916666666663,0.4729166666666664,349.22823143300394,-1.189207115002721
26.0,67.0,80.0,26.947916666666668,0.947916666666668,391.9954359817492,1.1224620483093726
27.0,72.0,80.0,27.472916666666663,0.4729166666666664,523.2511306011972,1.3348398541700346
27.5,74.0,80.0,27.972916666666663,0.4729166666666664,587.3295358348153,1.1224620483093732
28.0,75.0,80.0,28.947916666666668,0.947916666666668,622.2539674441618,1.059463094359295
29.0,74.0,80.0,29.472916666666663,0.4729166666666664,587.3295358348153,-1.059463094359295
29.5,71.0,80.0,29.972916666666663,0.4729166666666664,493.88330125612424,-1.189207115002721
30.0,72.0,80.0,30.947916666666668,0.947916666666668,523.2511306011972,1.0594630943592949
31.0,67.0,80.0,31.947916666666668,0.947916666666668,391.9954359817492,-1.3348398541700346
